driver_id,title,class,capabilities,manufacturerName,modelId,productId,has_driver_js,has_device_js,has_pair,meta_file,parse_error
"tuya_zigbee/switch/assets","Assets (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\assets\\driver.compose.json",""
"tuya_zigbee/switch/generic_device_smart","Generic Device Smart (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\generic_device_smart\\driver.compose.json",""
"tuya_zigbee/switch/generic_smart_plug_em","Generic Smart Plug Em (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\generic_smart_plug_em\\driver.compose.json",""
"tuya_zigbee/switch/generic_wall_switch_1gang","Generic Wall Switch 1gang (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\generic_wall_switch_1gang\\driver.compose.json",""
"tuya_zigbee/switch/generic_wall_switch_2gang","Generic Wall Switch 2gang (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\generic_wall_switch_2gang\\driver.compose.json",""
"tuya_zigbee/switch/generic_wall_switch_3gang","Generic Wall Switch 3gang (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\generic_wall_switch_3gang\\driver.compose.json",""
"tuya_zigbee/switch/ikea_ac-165_plug","Ikea Ac-165 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_ac-165_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_contact-348_plug","Ikea Contact-348 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_contact-348_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_contact-739_plug","Ikea Contact-739 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_contact-739_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_fan-18_plug","Ikea Fan-18 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_fan-18_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_fan-208_plug","Ikea Fan-208 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_fan-208_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_gas-317_plug","Ikea Gas-317 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_gas-317_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_gas-418_plug","Ikea Gas-418 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_gas-418_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_heater-399_plug","Ikea Heater-399 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_heater-399_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_heater-896_plug","Ikea Heater-896 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_heater-896_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_humidity-288_plug","Ikea Humidity-288 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_humidity-288_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_humidity-712_plug","Ikea Humidity-712 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_humidity-712_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_motion-927_plug","Ikea Motion-927 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_motion-927_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_motion-981_plug","Ikea Motion-981 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_motion-981_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_outlet-132","Ikea Outlet-132 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_outlet-132\\driver.compose.json",""
"tuya_zigbee/switch/ikea_outlet-136","Ikea Outlet-136 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_outlet-136\\driver.compose.json",""
"tuya_zigbee/switch/ikea_power-457","Ikea Power-457 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_power-457\\driver.compose.json",""
"tuya_zigbee/switch/ikea_power-769","Ikea Power-769 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_power-769\\driver.compose.json",""
"tuya_zigbee/switch/ikea_smart-315","Ikea Smart-315 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_smart-315\\driver.compose.json",""
"tuya_zigbee/switch/ikea_smart-647","Ikea Smart-647 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_smart-647\\driver.compose.json",""
"tuya_zigbee/switch/ikea_smoke-360_plug","Ikea Smoke-360 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_smoke-360_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_smoke-94_plug","Ikea Smoke-94 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_smoke-94_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_switch-612_plug","Ikea Switch-612 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_switch-612_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_switch-783_plug","Ikea Switch-783 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_switch-783_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_temperature-466_plug","Ikea Temperature-466 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_temperature-466_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_temperature-892_plug","Ikea Temperature-892 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_temperature-892_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_thermostat-128_plug","Ikea Thermostat-128 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_thermostat-128_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_thermostat-39_plug","Ikea Thermostat-39 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_thermostat-39_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_wall-697","Ikea Wall-697 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_wall-697\\driver.compose.json",""
"tuya_zigbee/switch/ikea_wall-993","Ikea Wall-993 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_wall-993\\driver.compose.json",""
"tuya_zigbee/switch/ikea_water-362_plug","Ikea Water-362 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_water-362_plug\\driver.compose.json",""
"tuya_zigbee/switch/ikea_water-667_plug","Ikea Water-667 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ikea_water-667_plug\\driver.compose.json",""
"tuya_zigbee/switch/ts0001","Ts0001 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0001\\driver.compose.json",""
"tuya_zigbee/switch/ts0001_standard","Ts0001 Standard (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0001_standard\\driver.compose.json",""
"tuya_zigbee/switch/ts0001_wall_switch_standard","Ts0001 Wall Switch Standard (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0001_wall_switch_standard\\driver.compose.json",""
"tuya_zigbee/switch/ts0001_wall_switch_wall","Ts0001 Wall Switch Wall (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0001_wall_switch_wall\\driver.compose.json",""
"tuya_zigbee/switch/ts0002","Ts0002 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0002\\driver.compose.json",""
"tuya_zigbee/switch/ts0002_standard","Ts0002 Standard (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0002_standard\\driver.compose.json",""
"tuya_zigbee/switch/ts0002_wall_switch_standard","Ts0002 Wall Switch Standard (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0002_wall_switch_standard\\driver.compose.json",""
"tuya_zigbee/switch/ts0002_wall_switch_wall","Ts0002 Wall Switch Wall (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0002_wall_switch_wall\\driver.compose.json",""
"tuya_zigbee/switch/ts0003","Ts0003 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0003\\driver.compose.json",""
"tuya_zigbee/switch/ts0003_standard","Ts0003 Standard (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0003_standard\\driver.compose.json",""
"tuya_zigbee/switch/ts0003_wall_switch_standard","Ts0003 Wall Switch Standard (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0003_wall_switch_standard\\driver.compose.json",""
"tuya_zigbee/switch/ts0003_wall_switch_wall","Ts0003 Wall Switch Wall (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0003_wall_switch_wall\\driver.compose.json",""
"tuya_zigbee/switch/ts011f","Ts011f (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts011f\\driver.compose.json",""
"tuya_zigbee/switch/ts011f_smart_plug","Ts011f Smart Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts011f_smart_plug\\driver.compose.json",""
"tuya_zigbee/switch/ts011f_standard","Ts011f Standard (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts011f_standard\\driver.compose.json",""
"tuya_zigbee/switch/ts0601_gas_plug","Ts0601 Gas Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0601_gas_plug\\driver.compose.json",""
"tuya_zigbee/switch/ts0601_plug","Ts0601 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0601_plug\\driver.compose.json",""
"tuya_zigbee/switch/ts0601_presence_plug","Ts0601 Presence Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0601_presence_plug\\driver.compose.json",""
"tuya_zigbee/switch/ts0601_smoke_plug","Ts0601 Smoke Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0601_smoke_plug\\driver.compose.json",""
"tuya_zigbee/switch/ts0601_switch_plug","Ts0601 Switch Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0601_switch_plug\\driver.compose.json",""
"tuya_zigbee/switch/ts0601_thermostat_wall_wk","Ts0601 Thermostat Wall Wk (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0601_thermostat_wall_wk\\driver.compose.json",""
"tuya_zigbee/switch/ts0601_vibration_plug","Ts0601 Vibration Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0601_vibration_plug\\driver.compose.json",""
"tuya_zigbee/switch/ts0601_water_plug","Ts0601 Water Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\ts0601_water_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_ac-322_plug","Tuya Ac-322 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_ac-322_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_ac_Ac_Plug","Tuya Ac Ac Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_ac_Ac_Plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_ac_Ac_Plug_Standard_Default","Tuya Ac Ac Plug Standard Default (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_ac_Ac_Plug_Standard_Default\\driver.compose.json",""
"tuya_zigbee/switch/tuya_ac_Aqara_Ac_Plug","Tuya Ac Aqara Ac Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_ac_Aqara_Ac_Plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_ac_Aqara_Ac_Plug_Standard_Default","Tuya Ac Aqara Ac Plug Standard Default (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_ac_Aqara_Ac_Plug_Standard_Default\\driver.compose.json",""
"tuya_zigbee/switch/tuya_ac_Ikea_Ac_Plug","Tuya Ac Ikea Ac Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_ac_Ikea_Ac_Plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_ac_Ikea_Ac_Plug_Standard_Default","Tuya Ac Ikea Ac Plug Standard Default (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_ac_Ikea_Ac_Plug_Standard_Default\\driver.compose.json",""
"tuya_zigbee/switch/tuya_contact-202_plug","Tuya Contact-202 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_contact-202_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_contact-219_plug","Tuya Contact-219 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_contact-219_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_fan-200_plug","Tuya Fan-200 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_fan-200_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_fan-730_plug","Tuya Fan-730 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_fan-730_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_gas-320_plug","Tuya Gas-320 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_gas-320_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_gas-695_plug","Tuya Gas-695 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_gas-695_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_heater-0_plug","Tuya Heater-0 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_heater-0_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_heater-387_plug","Tuya Heater-387 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_heater-387_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_humidity-498_plug","Tuya Humidity-498 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_humidity-498_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_humidity-86_plug","Tuya Humidity-86 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_humidity-86_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_motion-299_plug","Tuya Motion-299 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_motion-299_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_motion-362_plug","Tuya Motion-362 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_motion-362_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_outlet-692","Tuya Outlet-692 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_outlet-692\\driver.compose.json",""
"tuya_zigbee/switch/tuya_outlet-791","Tuya Outlet-791 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_outlet-791\\driver.compose.json",""
"tuya_zigbee/switch/tuya_power-50","Tuya Power-50 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_power-50\\driver.compose.json",""
"tuya_zigbee/switch/tuya_power-890","Tuya Power-890 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_power-890\\driver.compose.json",""
"tuya_zigbee/switch/tuya_smart-181","Tuya Smart-181 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_smart-181\\driver.compose.json",""
"tuya_zigbee/switch/tuya_smart-963","Tuya Smart-963 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_smart-963\\driver.compose.json",""
"tuya_zigbee/switch/tuya_smoke-109_plug","Tuya Smoke-109 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_smoke-109_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_smoke-927_plug","Tuya Smoke-927 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_smoke-927_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_switch-225_plug","Tuya Switch-225 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_switch-225_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_switch-549_plug","Tuya Switch-549 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_switch-549_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_switch_ts0001","Tuya Switch Ts0001 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_switch_ts0001\\driver.compose.json",""
"tuya_zigbee/switch/tuya_temperature-622_plug","Tuya Temperature-622 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_temperature-622_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_temperature-779_plug","Tuya Temperature-779 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_temperature-779_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_thermostat-435_plug","Tuya Thermostat-435 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_thermostat-435_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_thermostat-825_plug","Tuya Thermostat-825 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_thermostat-825_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_wall-10","Tuya Wall-10 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_wall-10\\driver.compose.json",""
"tuya_zigbee/switch/tuya_wall-287","Tuya Wall-287 (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_wall-287\\driver.compose.json",""
"tuya_zigbee/switch/tuya_water-264_plug","Tuya Water-264 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_water-264_plug\\driver.compose.json",""
"tuya_zigbee/switch/tuya_water-581_plug","Tuya Water-581 Plug (Intelligent)","switch","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\switch\\tuya_water-581_plug\\driver.compose.json",""
"tuya_zigbee/thermostat","thermostat","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\thermostat\\driver.compose.json",""
"tuya_zigbee/thermostat/assets","Assets","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\thermostat\\assets\\driver.compose.json",""
"zigbee","Tuya zigbee","","onoff","","","",true,true,false,"drivers\\zigbee\\driver.compose.json",""
"zigbee/assets","assets","other","onoff","","","",true,true,false,"drivers\\zigbee\\assets\\driver.compose.json",""
"zigbee/assets/images","Images","other","onoff","","","",true,true,false,"drivers\\zigbee\\assets\\images\\driver.compose.json",""
"zigbee/brands","brands","other","onoff","","","",true,true,false,"drivers\\zigbee\\brands\\driver.compose.json",""
"zigbee/categories","categories","other","onoff","","","",true,true,false,"drivers\\zigbee\\categories\\driver.compose.json",""
"zigbee/generic","generic","other","onoff","","","",true,true,false,"drivers\\zigbee\\generic\\driver.compose.json",""
"zigbee/models","models","other","onoff","","","",true,true,false,"drivers\\zigbee\\models\\driver.compose.json",""
"zigbee/models/aqara","aqara sensor motion battery","","onoff","","","",true,true,false,"drivers\\zigbee\\models\\aqara\\driver.compose.json",""
"zigbee/models/aqara_sensor_motion_battery","aqara sensor motion battery models standard default","","onoff","","","",true,true,false,"drivers\\zigbee\\models\\aqara_sensor_motion_battery\\driver.compose.json",""
"zigbee/models/aqara_sensor_motion_battery_1","aqara sensor motion battery models standard default models standard default","","onoff","","","",true,true,false,"drivers\\zigbee\\models\\aqara_sensor_motion_battery_1\\driver.compose.json",""
"zigbee/models/generic_device_generic_device","generic zigbee light   generic   standard default","","onoff","","","",true,true,false,"drivers\\zigbee\\models\\generic_device_generic_device\\driver.compose.json",""
"zigbee/models/generic_device_sensor_standard","generic zigbee sensor   generic   standard default","","onoff","","","",true,true,false,"drivers\\zigbee\\models\\generic_device_sensor_standard\\driver.compose.json",""
"zigbee/models/generic_device_zigbee_light","generic zigbee light   generic   standard default models standard default","","onoff","","","",true,true,false,"drivers\\zigbee\\models\\generic_device_zigbee_light\\driver.compose.json",""
"zigbee/models/generic_device_zigbee_sensor","generic zigbee sensor   generic   standard default models standard default","","onoff","","","",true,true,false,"drivers\\zigbee\\models\\generic_device_zigbee_sensor\\driver.compose.json",""
"zigbee/models/generic_device_zigbee_switch","generic zigbee switch   generic   standard default","","onoff","","","",true,true,false,"drivers\\zigbee\\models\\generic_device_zigbee_switch\\driver.compose.json",""
"zigbee/models/generic_device_zigbee_switch_1","generic zigbee switch   generic   standard default models standard default","","onoff","","","",true,true,false,"drivers\\zigbee\\models\\generic_device_zigbee_switch_1\\driver.compose.json",""
"zigbee/models/generic_zigbee_switch_1gang","generic_zigbee_switch_1gang","","onoff","","","",true,true,false,"drivers\\zigbee\\models\\generic_zigbee_switch_1gang\\driver.compose.json",""
"zigbee/templates","templates","other","onoff","","","",true,true,false,"drivers\\zigbee\\templates\\driver.compose.json",""
"zigbee/__generic__","__generic__","other","onoff","","","",true,true,false,"drivers\\zigbee\\__generic__\\driver.compose.json",""
"zigbee/__generic__/generic_cover","","ZigBeeDevice","windowcoverings_state,windowcoverings_set","Generic","generic_cover","",true,true,false,"drivers\\zigbee\\__generic__\\generic_cover\\driver.compose.json",""
"zigbee/__generic__/generic_fan","","ZigBeeDevice","onoff,dim","Generic","generic_fan","",true,true,false,"drivers\\zigbee\\__generic__\\generic_fan\\driver.compose.json",""
"zigbee/__generic__/generic_generic","Generic Generic","other","onoff","","","",true,true,false,"drivers\\zigbee\\__generic__\\generic_generic\\driver.compose.json",""
"zigbee/__generic__/generic_heater","","ZigBeeDevice","onoff,dim,target_temperature","Generic","generic_heater","",true,true,false,"drivers\\zigbee\\__generic__\\generic_heater\\driver.compose.json",""
"zigbee/__generic__/generic_light","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Generic","generic_light","",true,true,false,"drivers\\zigbee\\__generic__\\generic_light\\driver.compose.json",""
"zigbee/__generic__/generic_lock","","ZigBeeDevice","lock_state","Generic","generic_lock","",true,true,false,"drivers\\zigbee\\__generic__\\generic_lock\\driver.compose.json",""
"zigbee/__generic__/generic_plug","","ZigBeeDevice","onoff,measure_power,measure_current,measure_voltage","Generic","generic_plug","",true,true,false,"drivers\\zigbee\\__generic__\\generic_plug\\driver.compose.json",""
"zigbee/__generic__/generic_sensor","","ZigBeeDevice","measure_temperature,measure_humidity,alarm_motion","Generic","generic_sensor","",true,true,false,"drivers\\zigbee\\__generic__\\generic_sensor\\driver.compose.json",""
"zigbee/__generic__/generic_siren","","ZigBeeDevice","onoff,alarm_generic","Generic","generic_siren","",true,true,false,"drivers\\zigbee\\__generic__\\generic_siren\\driver.compose.json",""
"zigbee/__generic__/generic_switch","","ZigBeeDevice","onoff","Generic","generic_switch","",true,true,false,"drivers\\zigbee\\__generic__\\generic_switch\\driver.compose.json",""
"zigbee/__generic__/generic_thermostat","","ZigBeeDevice","target_temperature,measure_temperature","Generic","generic_thermostat","",true,true,false,"drivers\\zigbee\\__generic__\\generic_thermostat\\driver.compose.json",""
"zigbee/__generic__/generic_zigbee_switch","Generic Zigbee Switch","other","onoff","","","",true,true,false,"drivers\\zigbee\\__generic__\\generic_zigbee_switch\\driver.compose.json",""
"zigbee/__templates__","__templates__","other","onoff","","","",true,true,false,"drivers\\zigbee\\__templates__\\driver.compose.json",""
"_common","Tuya _common","","onoff","","","",true,true,false,"drivers\\_common\\driver.compose.json",""
"_common/assets","assets","other","onoff","","","",true,true,false,"drivers\\_common\\assets\\driver.compose.json",""
"_common/capabilities","capabilities","other","onoff","","","",true,true,false,"drivers\\_common\\capabilities\\driver.compose.json",""
"_common/clusters","clusters","other","onoff","","","",true,true,false,"drivers\\_common\\clusters\\driver.compose.json",""
"_common/lib","lib","other","onoff","","","",true,true,false,"drivers\\_common\\lib\\driver.compose.json",""
